competencia_data,planoContas_id,valor
2/1/2021,01.07.02,1.156.20
2/1/2021,01.09.01,2.914.47
2/1/2021,01.09.02,2.007.44
2/1/2021,01.10.01,5.079.84
2/1/2021,01.10.02,2.502.94
2/1/2021,01.12.01,4.769.63
2/1/2021,01.12.02,2.438.97
2/1/2021,02.01.01,1.068.510.70
2/1/2021,02.01.02,881.430.37
2/1/2021,02.02.01,61.911.75
2/1/2021,02.02.02,29.234.95
2/1/2021,02.02.03,19.446.26
2/1/2021,02.02.04,268.642.59
2/1/2021,02.02.05,12.022.90
2/1/2021,02.02.06,58.586.84
2/1/2021,02.02.07,54.807.39
2/1/2021,02.04.01,621.389.22
2/1/2021,02.04.02,279.208.65
2/1/2021,02.06.01,237.802.38
2/1/2021,02.06.02,20.112.43
2/1/2021,02.06.03,24.549.08
2/1/2021,02.06.04,20.889.19
2/1/2021,02.06.05,2.436.07
2/1/2021,02.06.06,730.82
2/1/2021,02.06.07,3.679.83
2/1/2021,02.06.08,1.830.62
2/1/2021,02.06.09,21.005.90
2/1/2021,02.06.10,2.045.80
2/1/2021,02.06.11,1.921.71
2/1/2021,02.06.12,9.103.39
2/1/2021,02.06.13,2.775.98
2/1/2021,02.06.14,897.68
2/1/2021,02.06.15,2.140.86
2/1/2021,02.06.16,1.476.26
2/1/2021,02.06.17,4.678.99
2/1/2021,02.06.18,183.86
2/1/2021,02.06.19,411.77
2/1/2021,02.06.20,409.40
2/1/2021,02.06.21,299.96
2/1/2021,02.06.22,28.972.72
2/1/2021,02.06.23,40.164.92
2/1/2021,02.06.24,25.916.49
2/1/2021,02.07.01,3.996.43
2/1/2021,02.07.02,673.91
2/1/2021,02.09.01,1.700.72
2/1/2021,02.09.02,1.170.36
2/1/2021,02.10.01,3.020.32
2/1/2021,02.10.02,1.442.97
2/1/2021,02.12.01,6.762.43
2/1/2021,02.12.02,2.657.30
2/1/2021,03.01.01,586.929.45
2/1/2021,03.01.02,455.238.32
2/1/2021,03.02.01,22.842.61
2/1/2021,03.02.02,17.543.61
2/1/2021,03.02.03,9.185.37
2/1/2021,03.02.04,142.719.99
2/1/2021,03.02.05,6.444.51
2/1/2021,03.02.06,28.575.92
2/1/2021,03.02.07,32.503.64
2/1/2021,03.04.01,314.641.61
2/1/2021,03.04.02,150.145.69
2/1/2021,03.06.01,138.401.17
2/1/2021,03.06.02,19.974.66
2/1/2021,03.06.03,12.831.35
2/1/2021,03.06.04,12.024.80
2/1/2021,03.06.05,1.399.19
2/1/2021,03.06.06,414.31
2/1/2021,03.06.07,2.074.18
2/1/2021,03.06.08,1.009.04
2/1/2021,03.06.09,13.661.88
2/1/2021,03.06.10,1.370.53
2/1/2021,03.06.11,971.36
2/1/2021,03.06.12,2.594.33
2/1/2021,03.06.13,1.387.34
2/1/2021,03.06.14,554.87
2/1/2021,03.06.15,913.10
2/1/2021,03.06.16,753.67
2/1/2021,03.06.17,3.446.90
2/1/2021,03.06.18,136.19
2/1/2021,03.06.19,319.61
2/1/2021,03.06.20,231.95
2/1/2021,03.06.21,171.78
2/1/2021,03.06.22,32.030.71
2/1/2021,03.06.23,12.162.61
2/1/2021,03.06.24,11.837.07
2/1/2021,03.07.01,2.345.81
2/1/2021,03.07.02,425.30
2/1/2021,03.09.01,991.94
2/1/2021,03.09.02,676.55
2/1/2021,03.10.01,1.752.79
2/1/2021,03.10.02,676.83
2/1/2021,03.12.01,1.771.58
2/1/2021,03.12.02,778.34
3/1/2021,01.01.01,2.134.155.39
3/1/2021,01.01.02,1.545.167.63
3/1/2021,01.02.01,139.611.94
3/1/2021,01.02.02,55.768.00
3/1/2021,01.02.03,35.739.57
3/1/2021,01.02.04,422.323.71
3/1/2021,01.02.05,23.163.62
3/1/2021,01.02.06,106.649.91
3/1/2021,01.02.07,116.045.54
3/1/2021,01.04.01,1.206.354.13
3/1/2021,01.04.02,595.056.17
3/1/2021,01.06.01,445.106.87
3/1/2021,01.06.02,46.454.48
3/1/2021,01.06.03,48.270.98
3/1/2021,01.06.04,37.483.29
3/1/2021,01.06.05,4.544.22
3/1/2021,01.06.06,1.298.13
3/1/2021,01.06.07,6.515.74
3/1/2021,01.06.08,3.649.33
3/1/2021,01.06.09,40.335.12
3/1/2021,01.06.10,3.833.54
3/1/2021,01.06.11,3.532.47
3/1/2021,01.06.12,10.292.86
3/1/2021,01.06.13,5.094.07
3/1/2021,01.06.14,1.908.82
3/1/2021,01.06.15,2.941.43
3/1/2021,01.06.16,2.701.91
3/1/2021,01.06.17,9.733.07
3/1/2021,01.06.18,388.49
3/1/2021,01.06.19,820.04
3/1/2021,01.06.20,824.26
3/1/2021,01.06.21,589.46
3/1/2021,01.06.22,107.523.38
3/1/2021,01.06.23,82.242.64
3/1/2021,01.06.24,46.466.02
3/1/2021,01.07.01,6.870.53
3/1/2021,01.07.02,1.421.00
3/1/2021,01.09.01,3.540.62
3/1/2021,01.09.02,2.224.81
3/1/2021,01.10.01,6.021.19
3/1/2021,01.10.02,2.819.33
3/1/2021,01.12.01,1.214.83
3/1/2021,01.12.02,1.124.82
3/1/2021,02.01.01,1.213.101.49
3/1/2021,02.01.02,818.699.35
3/1/2021,02.02.01,64.725.08
3/1/2021,02.02.02,30.119.02
3/1/2021,02.02.03,20.240.37
3/1/2021,02.02.04,296.882.09
3/1/2021,02.02.05,13.852.39
3/1/2021,02.02.06,56.808.11
3/1/2021,02.02.07,57.977.76
3/1/2021,02.04.01,665.179.79
3/1/2021,02.04.02,291.822.67
3/1/2021,02.06.01,239.862.30
3/1/2021,02.06.02,19.915.53
3/1/2021,02.06.03,28.522.37
3/1/2021,02.06.04,20.541.96
3/1/2021,02.06.05,2.421.12
3/1/2021,02.06.06,737.19
3/1/2021,02.06.07,3.598.64
3/1/2021,02.06.08,1.815.84
3/1/2021,02.06.09,22.275.31
3/1/2021,02.06.10,2.211.58
3/1/2021,02.06.11,2.156.09
3/1/2021,02.06.12,5.395.41
3/1/2021,02.06.13,2.529.76
3/1/2021,02.06.14,983.18
3/1/2021,02.06.15,1.664.04
3/1/2021,02.06.16,1.545.39
3/1/2021,02.06.17,4.674.29
3/1/2021,02.06.18,180.43
3/1/2021,02.06.19,430.00
3/1/2021,02.06.20,415.86
3/1/2021,02.06.21,291.77
3/1/2021,02.06.22,30.897.08
3/1/2021,02.06.23,42.166.63
3/1/2021,02.06.24,27.237.14
3/1/2021,02.07.01,3.901.81
3/1/2021,02.07.02,748.11
3/1/2021,02.09.01,1.647.10
3/1/2021,02.09.02,1.273.76
3/1/2021,02.10.01,3.049.24
3/1/2021,02.10.02,1.468.37
3/1/2021,02.12.01,8.214.55
3/1/2021,02.12.02,3.381.98
3/1/2021,03.01.01,716.782.60
3/1/2021,03.01.02,499.083.73
3/1/2021,03.02.01,23.478.23
3/1/2021,03.02.02,20.384.04
3/1/2021,03.02.03,13.438.00
3/1/2021,03.02.04,151.185.72
3/1/2021,03.02.05,8.022.55
3/1/2021,03.02.06,34.983.57
3/1/2021,03.02.07,32.019.75
3/1/2021,03.04.01,408.204.67
3/1/2021,03.04.02,194.089.66
3/1/2021,03.06.01,150.430.44
3/1/2021,03.06.02,13.217.35
3/1/2021,03.06.03,14.995.90
3/1/2021,03.06.04,11.019.44
3/1/2021,03.06.05,1.441.14
3/1/2021,03.06.06,514.21
3/1/2021,03.06.07,2.500.69
3/1/2021,03.06.08,1.003.73
3/1/2021,03.06.09,11.295.53
3/1/2021,03.06.10,1.560.73
3/1/2021,03.06.11,1.200.94
3/1/2021,03.06.12,2.904.00
3/1/2021,03.06.13,1.411.62
3/1/2021,03.06.14,529.91
3/1/2021,03.06.15,1.079.35
3/1/2021,03.06.16,901.41
3/1/2021,03.06.17,3.570.33
3/1/2021,03.06.18,125.60
3/1/2021,03.06.19,285.67
3/1/2021,03.06.20,235.50
3/1/2021,03.06.21,177.21
3/1/2021,03.06.22,29.642.77
3/1/2021,03.06.23,22.540.85
3/1/2021,03.06.24,14.166.88
3/1/2021,03.07.01,2.396.96
3/1/2021,03.07.02,365.97
3/1/2021,03.09.01,1.111.13
3/1/2021,03.09.02,873.10
3/1/2021,03.10.01,1.881.29
3/1/2021,03.10.02,819.86
3/1/2021,03.12.01,384.07
3/1/2021,03.12.02,403.79
4/1/2021,01.01.01,2.475.179.32
4/1/2021,01.01.02,1.388.857.20
4/1/2021,01.02.01,175.171.60
4/1/2021,01.02.02,56.252.52
4/1/2021,01.02.03,37.650.46
4/1/2021,01.02.04,467.952.61
4/1/2021,01.02.05,25.388.71
4/1/2021,01.02.06,115.472.18
4/1/2021,01.02.07,117.016.87
4/1/2021,01.04.01,1.438.302.00
4/1/2021,01.04.02,456.749.88
4/1/2021,01.06.01,473.575.28
4/1/2021,01.06.02,61.342.74
4/1/2021,01.06.03,46.144.67
4/1/2021,01.06.04,36.205.10
4/1/2021,01.06.05,4.238.40
4/1/2021,01.06.06,1.319.38
4/1/2021,01.06.07,6.008.57
4/1/2021,01.06.08,3.313.94
4/1/2021,01.06.09,39.220.29
4/1/2021,01.06.10,4.074.48
4/1/2021,01.06.11,3.693.55
4/1/2021,01.06.12,10.516.65
4/1/2021,01.06.13,4.638.29
4/1/2021,01.06.14,1.815.25
4/1/2021,01.06.15,2.874.12
4/1/2021,01.06.16,2.751.17
4/1/2021,01.06.17,9.891.65
4/1/2021,01.06.18,375.24
4/1/2021,01.06.19,810.27
4/1/2021,01.06.20,745.16
4/1/2021,01.06.21,576.61
4/1/2021,01.06.22,56.021.16
4/1/2021,01.06.23,37.661.63
4/1/2021,01.06.24,44.372.24
4/1/2021,01.07.01,7.415.12
4/1/2021,01.07.02,1.345.96
4/1/2021,01.09.01,3.200.20
4/1/2021,01.09.02,2.237.13
4/1/2021,01.10.01,5.755.52
4/1/2021,01.10.02,2.762.97
4/1/2021,01.12.01,7.840.14
4/1/2021,01.12.02,4.215.13
4/1/2021,02.01.01,906.026.82
4/1/2021,02.01.02,762.918.88
4/1/2021,02.02.01,46.839.37
4/1/2021,02.02.02,25.503.37
4/1/2021,02.02.03,16.300.75
4/1/2021,02.02.04,237.517.94
4/1/2021,02.02.05,10.360.32
4/1/2021,02.02.06,50.981.62
4/1/2021,02.02.07,48.223.21
4/1/2021,02.04.01,517.194.60
4/1/2021,02.04.02,255.445.59
4/1/2021,02.06.01,197.080.91
4/1/2021,02.06.02,21.484.04
4/1/2021,02.06.03,21.974.59
4/1/2021,02.06.04,17.153.23
4/1/2021,02.06.05,1.997.15
4/1/2021,02.06.06,627.52
4/1/2021,02.06.07,3.219.38
4/1/2021,02.06.08,1.452.01
4/1/2021,02.06.09,18.990.01
4/1/2021,02.06.10,1.737.75
4/1/2021,02.06.11,1.582.52
4/1/2021,02.06.12,4.437.88
4/1/2021,02.06.13,2.357.77
4/1/2021,02.06.14,881.73
4/1/2021,02.06.15,1.295.23
4/1/2021,02.06.16,1.263.52
4/1/2021,02.06.17,4.854.69
4/1/2021,02.06.18,192.43
4/1/2021,02.06.19,414.76
4/1/2021,02.06.20,378.19
4/1/2021,02.06.21,277.90
4/1/2021,02.06.22,53.913.54
4/1/2021,02.06.23,36.375.52
4/1/2021,02.06.24,20.851.02
4/1/2021,02.07.01,3.246.92
4/1/2021,02.07.02,541.91
4/1/2021,02.09.01,1.420.80
4/1/2021,02.09.02,1.034.31
4/1/2021,02.10.01,2.410.57
4/1/2021,02.10.02,1.215.09
4/1/2021,02.12.01,356.13
4/1/2021,02.12.02,504.58
4/1/2021,03.01.01,843.521.51
4/1/2021,03.01.02,435.857.87
4/1/2021,03.02.01,25.788.35
4/1/2021,03.02.02,19.026.47
4/1/2021,03.02.03,12.922.23
4/1/2021,03.02.04,172.385.74
4/1/2021,03.02.05,8.190.89
4/1/2021,03.02.06,38.862.40
4/1/2021,03.02.07,39.699.71
4/1/2021,03.04.01,501.702.14
4/1/2021,03.04.02,159.746.63
4/1/2021,03.06.01,124.097.17
4/1/2021,03.06.02,21.499.80
4/1/2021,03.06.03,15.319.75
4/1/2021,03.06.04,12.658.70
4/1/2021,03.06.05,1.574.94
4/1/2021,03.06.06,395.85
4/1/2021,03.06.07,1.869.31
4/1/2021,03.06.08,1.238.70
4/1/2021,03.06.09,14.255.02
4/1/2021,03.06.10,1.471.88
4/1/2021,03.06.11,1.232.96
4/1/2021,03.06.12,3.001.79
4/1/2021,03.06.13,1.617.41
4/1/2021,03.06.14,619.80
4/1/2021,03.06.15,1.039.97
4/1/2021,03.06.16,826.63
4/1/2021,03.06.17,2.802.94
4/1/2021,03.06.18,138.14
4/1/2021,03.06.19,270.70
4/1/2021,03.06.20,231.03
4/1/2021,03.06.21,215.02
4/1/2021,03.06.22,17.710.14
4/1/2021,03.06.23,12.097.31
4/1/2021,03.06.24,14.986.82
4/1/2021,03.07.01,2.504.89
4/1/2021,03.07.02,477.62
4/1/2021,03.09.01,966.32
4/1/2021,03.09.02,662.45
4/1/2021,03.10.01,1.852.13
4/1/2021,03.10.02,894.43
4/1/2021,03.12.01,2.788.04
4/1/2021,03.12.02,1.392.57
5/1/2021,01.01.01,2.241.895.15
5/1/2021,01.01.02,1.635.081.26
5/1/2021,01.02.01,167.260.08
5/1/2021,01.02.02,60.296.39
5/1/2021,01.02.03,42.836.41
5/1/2021,01.02.04,548.729.66
5/1/2021,01.02.05,25.896.17
5/1/2021,01.02.06,113.688.27
5/1/2021,01.02.07,111.152.54
5/1/2021,01.04.01,1.229.750.53
5/1/2021,01.04.02,596.130.81
5/1/2021,01.06.01,438.720.21
5/1/2021,01.06.02,36.410.06
5/1/2021,01.06.03,48.448.99
5/1/2021,01.06.04,36.472.73
5/1/2021,01.06.05,5.124.89
5/1/2021,01.06.06,1.410.03
5/1/2021,01.06.07,7.012.23
5/1/2021,01.06.08,3.734.09
5/1/2021,01.06.09,41.734.32
5/1/2021,01.06.10,4.189.27
5/1/2021,01.06.11,3.945.59
5/1/2021,01.06.12,19.602.68
5/1/2021,01.06.13,5.277.18
5/1/2021,01.06.14,2.046.67
5/1/2021,01.06.15,4.571.17
5/1/2021,01.06.16,2.970.39
5/1/2021,01.06.17,8.916.74
5/1/2021,01.06.18,353.86
5/1/2021,01.06.19,889.32
5/1/2021,01.06.20,842.35
5/1/2021,01.06.21,559.44
5/1/2021,01.06.22,62.235.11
5/1/2021,01.06.23,80.796.16
5/1/2021,01.06.24,47.399.60
5/1/2021,01.07.01,7.945.91
5/1/2021,01.07.02,1.410.71
5/1/2021,01.09.01,3.085.45
5/1/2021,01.09.02,2.343.29
5/1/2021,01.10.01,5.663.49
5/1/2021,01.10.02,3.179.90
5/1/2021,01.12.01,13.255.74
5/1/2021,01.12.02,5.736.13
5/1/2021,02.01.01,941.624.58
5/1/2021,02.01.02,718.919.84
5/1/2021,02.02.01,46.015.04
5/1/2021,02.02.02,25.119.89
5/1/2021,02.02.03,15.772.70
5/1/2021,02.02.04,226.026.79
5/1/2021,02.02.05,11.252.78
5/1/2021,02.02.06,47.741.15
5/1/2021,02.02.07,44.081.77
5/1/2021,02.04.01,509.944.40
5/1/2021,02.04.02,268.950.12
5/1/2021,02.06.01,206.634.89
5/1/2021,02.06.02,32.734.24
5/1/2021,02.06.03,22.036.02
5/1/2021,02.06.04,15.501.36
5/1/2021,02.06.05,2.037.37
5/1/2021,02.06.06,576.57
5/1/2021,02.06.07,3.219.13
5/1/2021,02.06.08,1.533.04
5/1/2021,02.06.09,18.194.93
5/1/2021,02.06.10,1.745.82
5/1/2021,02.06.11,1.573.40
5/1/2021,02.06.12,4.319.78
5/1/2021,02.06.13,2.182.42
5/1/2021,02.06.14,784.86
5/1/2021,02.06.15,1.363.04
5/1/2021,02.06.16,1.213.00
5/1/2021,02.06.17,4.887.75
5/1/2021,02.06.18,180.80
5/1/2021,02.06.19,451.12
5/1/2021,02.06.20,402.80
5/1/2021,02.06.21,294.47
5/1/2021,02.06.22,48.579.91
5/1/2021,02.06.23,15.933.65
5/1/2021,02.06.24,20.507.37
5/1/2021,02.07.01,3.310.69
5/1/2021,02.07.02,570.13
5/1/2021,02.09.01,1.351.23
5/1/2021,02.09.02,959.47
5/1/2021,02.10.01,2.458.97
5/1/2021,02.10.02,1.263.80
5/1/2021,02.12.01,2.350.98
5/1/2021,02.12.02,1.316.10
5/1/2021,03.01.01,749.587.75
5/1/2021,03.01.02,508.722.08
5/1/2021,03.02.01,27.412.90
5/1/2021,03.02.02,21.818.63
5/1/2021,03.02.03,13.690.92
5/1/2021,03.02.04,197.255.60
5/1/2021,03.02.05,7.964.25
5/1/2021,03.02.06,34.319.49
5/1/2021,03.02.07,32.632.31
5/1/2021,03.04.01,417.443.53
5/1/2021,03.04.02,163.538.51
5/1/2021,03.06.01,135.462.43
5/1/2021,03.06.02,11.324.61
5/1/2021,03.06.03,16.805.90
5/1/2021,03.06.04,12.450.69
5/1/2021,03.06.05,1.649.35
5/1/2021,03.06.06,412.26
5/1/2021,03.06.07,2.606.15
5/1/2021,03.06.08,1.274.59
5/1/2021,03.06.09,14.893.49
5/1/2021,03.06.10,1.246.87
5/1/2021,03.06.11,1.142.01
5/1/2021,03.06.12,5.445.19
5/1/2021,03.06.13,1.992.56
5/1/2021,03.06.14,587.59
5/1/2021,03.06.15,1.561.26
5/1/2021,03.06.16,825.82
5/1/2021,03.06.17,3.044.65
5/1/2021,03.06.18,130.66
5/1/2021,03.06.19,321.23
5/1/2021,03.06.20,271.45
5/1/2021,03.06.21,181.76
5/1/2021,03.06.22,18.747.79
5/1/2021,03.06.23,24.780.56
5/1/2021,03.06.24,17.526.03
5/1/2021,03.07.01,2.659.37
5/1/2021,03.07.02,403.90
5/1/2021,03.09.01,1.273.02
5/1/2021,03.09.02,813.58
5/1/2021,03.10.01,1.922.67
5/1/2021,03.10.02,971.57
5/1/2021,03.12.01,4.885.07
5/1/2021,03.12.02,1.602.38
6/1/2021,01.01.01,2.505.868.09
6/1/2021,01.01.02,1.523.927.57
6/1/2021,01.02.01,155.389.17
6/1/2021,01.02.02,62.918.75
6/1/2021,01.02.03,40.508.64
6/1/2021,01.02.04,515.822.25
6/1/2021,01.02.05,27.295.74
6/1/2021,01.02.06,131.077.49
6/1/2021,01.02.07,112.126.28
6/1/2021,01.04.01,1.265.887.26
6/1/2021,01.04.02,611.768.74
6/1/2021,01.06.01,525.103.42
6/1/2021,01.06.02,42.238.78
6/1/2021,01.06.03,55.228.68
6/1/2021,01.06.04,40.739.35
6/1/2021,01.06.05,4.956.87
6/1/2021,01.06.06,1.476.82
6/1/2021,01.06.07,8.066.25
6/1/2021,01.06.08,3.585.40
6/1/2021,01.06.09,42.571.17
6/1/2021,01.06.10,4.399.81
6/1/2021,01.06.11,3.795.82
6/1/2021,01.06.12,9.970.84
6/1/2021,01.06.13,5.244.30
6/1/2021,01.06.14,1.945.47
6/1/2021,01.06.15,3.173.08
6/1/2021,01.06.16,3.198.20
6/1/2021,01.06.17,9.219.86
6/1/2021,01.06.18,390.92
6/1/2021,01.06.19,817.74
6/1/2021,01.06.20,784.88
6/1/2021,01.06.21,610.09
6/1/2021,01.06.22,63.376.69
6/1/2021,01.06.23,89.410.17
6/1/2021,01.06.24,55.148.64
6/1/2021,01.07.01,8.574.51
6/1/2021,01.07.02,1.450.95
6/1/2021,01.09.01,3.492.06
6/1/2021,01.09.02,2.621.94
6/1/2021,01.10.01,6.040.65
6/1/2021,01.10.02,2.994.12
6/1/2021,01.12.01,16.973.87
6/1/2021,01.12.02,6.406.14
6/1/2021,02.01.01,1.101.775.70
6/1/2021,02.01.02,773.242.68
6/1/2021,02.02.01,61.768.23
6/1/2021,02.02.02,27.632.72
6/1/2021,02.02.03,19.039.62
6/1/2021,02.02.04,257.032.62
6/1/2021,02.02.05,11.849.45
6/1/2021,02.02.06,55.265.45
6/1/2021,02.02.07,51.625.48
6/1/2021,02.04.01,589.754.78
6/1/2021,02.04.02,281.708.88
6/1/2021,02.06.01,233.052.14
6/1/2021,02.06.02,21.102.49
6/1/2021,02.06.03,24.205.68
6/1/2021,02.06.04,17.800.74
6/1/2021,02.06.05,2.356.18
6/1/2021,02.06.06,713.56
6/1/2021,02.06.07,3.419.83
6/1/2021,02.06.08,1.627.09
6/1/2021,02.06.09,19.651.97
6/1/2021,02.06.10,2.041.84
6/1/2021,02.06.11,2.001.13
6/1/2021,02.06.12,4.811.09
6/1/2021,02.06.13,2.425.49
6/1/2021,02.06.14,859.95
6/1/2021,02.06.15,1.528.23
6/1/2021,02.06.16,1.279.48
6/1/2021,02.06.17,4.616.29
6/1/2021,02.06.18,181.58
6/1/2021,02.06.19,446.18
6/1/2021,02.06.20,410.46
6/1/2021,02.06.21,289.88
6/1/2021,02.06.22,53.155.77
6/1/2021,02.06.23,39.927.37
6/1/2021,02.06.24,24.370.99
6/1/2021,02.07.01,3.610.68
6/1/2021,02.07.02,648.05
6/1/2021,02.09.01,1.529.95
6/1/2021,02.09.02,1.158.39
6/1/2021,02.10.01,2.638.45
6/1/2021,02.10.02,1.406.74
6/1/2021,02.12.01,628.81
6/1/2021,02.12.02,568.65
6/1/2021,03.01.01,584.459.05
6/1/2021,03.01.02,567.098.85
6/1/2021,03.02.01,20.650.98
6/1/2021,03.02.02,16.170.03
6/1/2021,03.02.03,13.528.61
6/1/2021,03.02.04,144.402.58
6/1/2021,03.02.05,6.695.70
6/1/2021,03.02.06,36.298.36
6/1/2021,03.02.07,27.655.67
6/1/2021,03.04.01,386.967.55
6/1/2021,03.04.02,180.411.60
6/1/2021,03.06.01,123.205.18
6/1/2021,03.06.02,24.807.15
6/1/2021,03.06.03,13.685.54
6/1/2021,03.06.04,11.725.88
6/1/2021,03.06.05,1.357.64
