competencia_data,planoContas_id,valor
01/08/2022,02.06.02,20.481.47
01/08/2022,02.06.03,22.188.26
01/08/2022,02.06.04,17.067.89
01/08/2022,02.06.05,2.048.15
01/08/2022,02.06.06,614.44
01/08/2022,02.06.07,3.072.22
01/08/2022,02.06.08,1.536.11
01/08/2022,02.06.09,18.433.32
01/08/2022,02.06.10,1.843.33
01/08/2022,02.06.11,1.675.02
01/08/2022,02.06.12,4.505.92
01/08/2022,02.06.13,2.252.96
01/08/2022,02.06.14,819.26
01/08/2022,02.06.15,1.331.30
01/08/2022,02.06.16,1.228.89
01/08/2022,02.06.17,4.750.00
01/08/2022,02.06.18,190.00
01/08/2022,02.06.19,427.50
01/08/2022,02.06.20,403.75
01/08/2022,02.06.21,285.00
01/08/2022,02.06.22,53.600.51
01/08/2022,02.06.23,35.175.34
01/08/2022,02.06.24,20.937.70
01/08/2022,02.07.01,3.350.03
01/08/2022,02.07.02,586.26
01/08/2022,02.09.01,1.433.70
01/08/2022,02.09.02,1.024.07
01/08/2022,02.10.01,2.512.52
01/08/2022,02.10.02,1.256.26
01/08/2022,02.12.01,364.89
01/08/2022,02.12.02,491.36
01/09/2022,02.01.01,910.178.60
01/09/2022,02.01.02,723.874.44
01/09/2022,02.02.01,46.702.65
01/09/2022,02.02.02,24.510.80
01/09/2022,02.02.03,16.340.53
01/09/2022,02.02.04,228.767.43
01/09/2022,02.02.05,10.621.34
01/09/2022,02.02.06,49.021.59
01/09/2022,02.02.07,45.508.93
01/09/2022,02.04.01,500.598.23
01/09/2022,02.04.02,253.356.05
01/09/2022,02.06.01,199.599.03
01/09/2022,02.06.02,31.935.84
01/09/2022,02.06.03,21.623.23
01/09/2022,02.06.04,16.633.25
01/09/2022,02.06.05,1.995.99
01/09/2022,02.06.06,598.80
01/09/2022,02.06.07,2.993.99
01/09/2022,02.06.08,1.496.99
01/09/2022,02.06.09,17.963.91
01/09/2022,02.06.10,1.796.39
01/09/2022,02.06.11,1.634.05
01/09/2022,02.06.12,4.391.18
01/09/2022,02.06.13,2.195.59
01/09/2022,02.06.14,798.40
01/09/2022,02.06.15,1.297.39
01/09/2022,02.06.16,1.197.59
01/09/2022,02.06.17,4.750.00
01/09/2022,02.06.18,190.00
01/09/2022,02.06.19,427.50
01/09/2022,02.06.20,403.75
01/09/2022,02.06.21,285.00
01/09/2022,02.06.22,49.021.59
01/09/2022,02.06.23,16.340.53
01/09/2022,02.06.24,20.425.66
01/09/2022,02.07.01,3.268.11
01/09/2022,02.07.02,571.92
01/09/2022,02.09.01,1.397.19
01/09/2022,02.09.02,998.00
01/09/2022,02.10.01,2.451.08
01/09/2022,02.10.02,1.225.54
01/09/2022,02.12.01,2.429.50
01/09/2022,02.12.02,1.234.62
01/10/2022,02.01.01,1.107.265.24
01/10/2022,02.01.02,643.937.85
01/10/2022,02.02.01,52.560.15
01/10/2022,02.02.02,26.268.05
01/10/2022,02.02.03,17.512.03
01/10/2022,02.02.04,245.168.43
01/10/2022,02.02.05,11.382.82
01/10/2022,02.02.06,52.536.09
01/10/2022,02.02.07,55.363.26
01/10/2022,02.04.01,608.995.88
01/10/2022,02.04.02,225.378.25
01/10/2022,02.06.01,207.317.20
01/10/2022,02.06.02,29.024.41
01/10/2022,02.06.03,22.459.36
01/10/2022,02.06.04,17.276.43
01/10/2022,02.06.05,2.073.17
01/10/2022,02.06.06,621.95
01/10/2022,02.06.07,3.109.76
01/10/2022,02.06.08,1.554.88
01/10/2022,02.06.09,6.219.52
01/10/2022,02.06.10,1.865.85
01/10/2022,02.06.11,1.751.20
01/10/2022,02.06.12,8.292.69
01/10/2022,02.06.13,2.280.49
01/10/2022,02.06.14,829.27
01/10/2022,02.06.15,2.073.17
01/10/2022,02.06.16,1.243.90
01/10/2022,02.06.17,4.750.00
01/10/2022,02.06.18,190.00
01/10/2022,02.06.19,427.50
01/10/2022,02.06.20,403.75
01/10/2022,02.06.21,285.00
01/10/2022,02.06.22,26.268.05
01/10/2022,02.06.23,17.512.03
01/10/2022,02.06.24,21.890.04
01/10/2022,02.07.01,3.502.41
01/10/2022,02.07.02,612.92
01/10/2022,02.09.01,1.451.22
01/10/2022,02.09.02,1.036.59
01/10/2022,02.10.01,2.626.80
01/10/2022,02.10.02,1.313.40
01/10/2022,02.12.01,6.693.79
01/10/2022,02.12.02,2.769.76
01/11/2022,02.01.01,1.141.510.56
01/11/2022,02.01.02,657.079.44
01/11/2022,02.02.01,54.929.50
01/11/2022,02.02.02,26.978.85
01/11/2022,02.02.03,17.985.90
01/11/2022,02.02.04,251.802.60
01/11/2022,02.02.05,11.690.83
01/11/2022,02.02.06,53.957.70
01/11/2022,02.02.07,57.075.53
01/11/2022,02.04.01,627.830.81
01/11/2022,02.04.02,229.977.80
01/11/2022,02.06.01,212.712.97
01/11/2022,02.06.02,17.017.04
01/11/2022,02.06.03,23.043.91
01/11/2022,02.06.04,17.726.08
01/11/2022,02.06.05,2.127.13
01/11/2022,02.06.06,638.14
01/11/2022,02.06.07,3.190.69
01/11/2022,02.06.08,1.595.35
01/11/2022,02.06.09,6.381.39
01/11/2022,02.06.10,1.914.42
01/11/2022,02.06.11,1.798.59
01/11/2022,02.06.12,4.679.69
01/11/2022,02.06.13,2.339.84
01/11/2022,02.06.14,850.85
01/11/2022,02.06.15,1.382.63
01/11/2022,02.06.16,1.276.28
01/11/2022,02.06.17,4.750.00
01/11/2022,02.06.18,190.00
01/11/2022,02.06.19,427.50
01/11/2022,02.06.20,403.75
01/11/2022,02.06.21,285.00
01/11/2022,02.06.22,26.978.85
01/11/2022,02.06.23,17.985.90
01/11/2022,02.06.24,22.482.37
01/11/2022,02.07.01,3.597.18
01/11/2022,02.07.02,629.51
01/11/2022,02.09.01,1.488.99
01/11/2022,02.09.02,1.063.56
01/11/2022,02.10.01,2.697.88
01/11/2022,02.10.02,1.348.94
01/11/2022,02.12.01,11.089.01
01/11/2022,02.12.02,4.352.04
01/12/2022,02.01.01,1.140.483.20
01/12/2022,02.01.02,663.255.98
01/12/2022,02.02.01,55.186.96
01/12/2022,02.02.02,27.056.09
01/12/2022,02.02.03,18.037.39
01/12/2022,02.02.04,252.523.49
01/12/2022,02.02.05,11.724.30
01/12/2022,02.02.06,54.112.18
01/12/2022,02.02.07,57.024.16
01/12/2022,02.04.01,627.265.76
01/12/2022,02.04.02,232.139.59
01/12/2022,02.06.01,213.536.72
01/12/2022,02.06.02,29.895.14
01/12/2022,02.06.03,23.133.14
01/12/2022,02.06.04,17.794.73
01/12/2022,02.06.05,2.135.37
01/12/2022,02.06.06,640.61
01/12/2022,02.06.07,3.203.05
01/12/2022,02.06.08,1.601.53
01/12/2022,02.06.09,6.406.10
01/12/2022,02.06.10,1.921.83
01/12/2022,02.06.11,1.803.74
01/12/2022,02.06.12,8.541.47
01/12/2022,02.06.13,2.348.90
01/12/2022,02.06.14,854.15
01/12/2022,02.06.15,2.135.37
01/12/2022,02.06.16,1.281.22
01/12/2022,02.06.17,4.892.50
01/12/2022,02.06.18,195.70
01/12/2022,02.06.19,440.33
01/12/2022,02.06.20,415.86
01/12/2022,02.06.21,293.55
01/12/2022,02.06.22,27.056.09
01/12/2022,02.06.23,18.037.39
01/12/2022,02.06.24,22.546.74
01/12/2022,02.07.01,3.607.48
01/12/2022,02.07.02,631.31
01/12/2022,02.09.01,1.494.76
01/12/2022,02.09.02,1.067.68
01/12/2022,02.10.01,2.705.61
01/12/2022,02.10.02,1.352.80
01/12/2022,02.12.01,6.894.60
01/12/2022,02.12.02,2.852.86
