competencia_data,planoContas_id,valor
01/06/2022,03.07.02,407.66
01/06/2022,03.09.01,995.92
01/06/2022,03.09.02,711.37
01/06/2022,03.10.01,1.747.13
01/06/2022,03.10.02,873.56
01/06/2022,03.12.01,1.731.75
01/06/2022,03.12.02,880.04
01/07/2022,03.01.01,730.795.06
01/07/2022,03.01.02,424.998.98
01/07/2022,03.02.01,22.789.70
01/07/2022,03.02.02,17.336.91
01/07/2022,03.02.03,11.557.94
01/07/2022,03.02.04,161.811.17
01/07/2022,03.02.05,7.512.66
01/07/2022,03.02.06,34.673.82
01/07/2022,03.02.07,36.539.75
01/07/2022,03.04.01,401.937.28
01/07/2022,03.04.02,148.749.64
01/07/2022,03.06.01,136.829.35
01/07/2022,03.06.02,19.156.11
01/07/2022,03.06.03,14.823.18
01/07/2022,03.06.04,11.402.45
01/07/2022,03.06.05,1.368.29
01/07/2022,03.06.06,410.49
01/07/2022,03.06.07,2.052.44
01/07/2022,03.06.08,1.026.22
01/07/2022,03.06.09,4.104.88
01/07/2022,03.06.10,1.231.46
01/07/2022,03.06.11,1.155.79
01/07/2022,03.06.12,5.473.17
01/07/2022,03.06.13,1.505.12
01/07/2022,03.06.14,547.32
01/07/2022,03.06.15,1.368.29
01/07/2022,03.06.16,820.98
01/07/2022,03.06.17,3.135.00
01/07/2022,03.06.18,125.40
01/07/2022,03.06.19,282.15
01/07/2022,03.06.20,266.48
01/07/2022,03.06.21,188.10
01/07/2022,03.06.22,17.336.91
01/07/2022,03.06.23,11.557.94
01/07/2022,03.06.24,14.447.43
01/07/2022,03.07.01,2.311.59
01/07/2022,03.07.02,404.53
01/07/2022,03.09.01,957.81
01/07/2022,03.09.02,684.15
01/07/2022,03.10.01,1.733.69
01/07/2022,03.10.02,866.85
01/07/2022,03.12.01,4.417.90
01/07/2022,03.12.02,1.828.04
01/08/2022,03.01.01,753.396.97
01/08/2022,03.01.02,433.672.43
01/08/2022,03.02.01,24.353.47
01/08/2022,03.02.02,17.806.04
01/08/2022,03.02.03,11.870.69
01/08/2022,03.02.04,166.189.72
01/08/2022,03.02.05,7.715.95
01/08/2022,03.02.06,35.612.08
01/08/2022,03.02.07,37.669.85
01/08/2022,03.04.01,414.368.33
01/08/2022,03.04.02,151.785.35
01/08/2022,03.06.01,140.390.56
01/08/2022,03.06.02,11.231.24
01/08/2022,03.06.03,15.208.98
01/08/2022,03.06.04,11.699.21
01/08/2022,03.06.05,1.403.91
01/08/2022,03.06.06,421.17
01/08/2022,03.06.07,2.105.86
01/08/2022,03.06.08,1.052.93
01/08/2022,03.06.09,4.211.72
01/08/2022,03.06.10,1.263.52
01/08/2022,03.06.11,1.187.07
01/08/2022,03.06.12,3.088.59
01/08/2022,03.06.13,1.544.30
01/08/2022,03.06.14,561.56
01/08/2022,03.06.15,912.54
01/08/2022,03.06.16,842.34
01/08/2022,03.06.17,3.135.00
01/08/2022,03.06.18,125.40
01/08/2022,03.06.19,282.15
01/08/2022,03.06.20,266.48
01/08/2022,03.06.21,188.10
01/08/2022,03.06.22,17.806.04
01/08/2022,03.06.23,11.870.69
01/08/2022,03.06.24,14.838.37
01/08/2022,03.07.01,2.374.14
01/08/2022,03.07.02,415.47
01/08/2022,03.09.01,982.73
01/08/2022,03.09.02,701.95
01/08/2022,03.10.01,1.780.60
01/08/2022,03.10.02,890.30
01/08/2022,03.12.01,7.318.75
01/08/2022,03.12.02,2.872.35
01/09/2022,03.01.01,784.788.51
01/09/2022,03.01.02,487.272.39
01/09/2022,03.02.01,28.603.05
01/09/2022,03.02.02,19.080.91
01/09/2022,03.02.03,12.720.61
01/09/2022,03.02.04,178.088.53
01/09/2022,03.02.05,8.268.40
01/09/2022,03.02.06,38.161.83
01/09/2022,03.02.07,39.239.43
01/09/2022,03.04.01,431.633.68
01/09/2022,03.04.02,170.545.34
01/09/2022,03.06.01,151.569.71
01/09/2022,03.06.02,12.125.58
01/09/2022,03.06.03,16.420.05
01/09/2022,03.06.04,12.630.81
01/09/2022,03.06.05,1.515.70
01/09/2022,03.06.06,454.71
01/09/2022,03.06.07,2.273.55
01/09/2022,03.06.08,1.136.77
01/09/2022,03.06.09,4.547.09
01/09/2022,03.06.10,1.364.13
01/09/2022,03.06.11,1.272.06
01/09/2022,03.06.12,3.334.53
01/09/2022,03.06.13,1.667.27
01/09/2022,03.06.14,606.28
01/09/2022,03.06.15,985.20
01/09/2022,03.06.16,909.42
01/09/2022,03.06.17,3.135.00
01/09/2022,03.06.18,125.40
01/09/2022,03.06.19,282.15
01/09/2022,03.06.20,266.48
01/09/2022,03.06.21,188.10
01/09/2022,03.06.22,19.080.91
01/09/2022,03.06.23,12.720.61
01/09/2022,03.06.24,15.900.76
01/09/2022,03.07.01,2.544.12
01/09/2022,03.07.02,445.22
01/09/2022,03.09.01,1.060.99
01/09/2022,03.09.02,757.85
01/09/2022,03.10.01,1.908.09
01/09/2022,03.10.02,954.05
01/09/2022,03.12.01,8.974.14
01/09/2022,03.12.02,3.468.29
01/10/2022,03.01.01,789.258.67
01/10/2022,03.01.02,437.748.95
01/10/2022,03.02.01,26.350.38
01/10/2022,03.02.02,18.405.11
01/10/2022,03.02.03,12.270.08
01/10/2022,03.02.04,171.781.07
01/10/2022,03.02.05,7.975.55
01/10/2022,03.02.06,36.810.23
01/10/2022,03.02.07,39.462.93
01/10/2022,03.04.01,434.092.27
01/10/2022,03.04.02,153.212.13
01/10/2022,03.06.01,144.588.21
01/10/2022,03.06.02,20.242.35
01/10/2022,03.06.03,15.663.72
01/10/2022,03.06.04,12.049.02
01/10/2022,03.06.05,1.445.88
01/10/2022,03.06.06,433.76
01/10/2022,03.06.07,2.168.82
01/10/2022,03.06.08,1.084.41
01/10/2022,03.06.09,13.012.94
01/10/2022,03.06.10,1.301.29
01/10/2022,03.06.11,1.227.01
01/10/2022,03.06.12,3.180.94
01/10/2022,03.06.13,1.590.47
01/10/2022,03.06.14,578.35
01/10/2022,03.06.15,939.82
01/10/2022,03.06.16,867.53
01/10/2022,03.06.17,3.135.00
01/10/2022,03.06.18,125.40
01/10/2022,03.06.19,282.15
01/10/2022,03.06.20,266.48
01/10/2022,03.06.21,188.10
01/10/2022,03.06.22,18.405.11
01/10/2022,03.06.23,12.270.08
01/10/2022,03.06.24,15.337.60
01/10/2022,03.07.01,2.454.02
01/10/2022,03.07.02,429.45
01/10/2022,03.09.01,1.012.12
01/10/2022,03.09.02,722.94
01/10/2022,03.10.01,1.840.51
01/10/2022,03.10.02,920.26
01/10/2022,03.12.01,2.811.03
01/10/2022,03.12.02,1.249.57
01/11/2022,03.01.01,612.977.43
01/11/2022,03.01.02,492.533.12
01/11/2022,03.02.01,20.275.53
01/11/2022,03.02.02,16.582.66
01/11/2022,03.02.03,11.055.11
01/11/2022,03.02.04,154.771.48
01/11/2022,03.02.05,7.185.82
01/11/2022,03.02.06,33.165.32
01/11/2022,03.02.07,30.648.87
01/11/2022,03.04.01,337.137.58
01/11/2022,03.04.02,172.386.59
01/11/2022,03.06.01,135.177.71
01/11/2022,03.06.02,19.571.00
01/11/2022,03.06.03,14.644.25
01/11/2022,03.06.04,11.264.81
01/11/2022,03.06.05,1.351.78
01/11/2022,03.06.06,405.53
01/11/2022,03.06.07,2.027.67
01/11/2022,03.06.08,1.013.83
01/11/2022,03.06.09,12.165.99
01/11/2022,03.06.10,1.216.60
01/11/2022,03.06.11,1.105.51
01/11/2022,03.06.12,2.973.91
01/11/2022,03.06.13,1.486.95
01/11/2022,03.06.14,540.71
01/11/2022,03.06.15,878.66
01/11/2022,03.06.16,811.07
01/11/2022,03.06.17,3.135.00
01/11/2022,03.06.18,125.40
01/11/2022,03.06.19,282.15
01/11/2022,03.06.20,266.48
01/11/2022,03.06.21,188.10
01/11/2022,03.06.22,35.376.34
01/11/2022,03.06.23,23.215.72
01/11/2022,03.06.24,13.818.88
01/11/2022,03.07.01,2.211.02
01/11/2022,03.07.02,386.93
01/11/2022,03.09.01,946.24
01/11/2022,03.09.02,675.89
01/11/2022,03.10.01,1.658.27
01/11/2022,03.10.02,829.13
01/11/2022,03.12.01,240.82
01/11/2022,03.12.02,324.30
01/12/2022,03.01.01,600.717.88
01/12/2022,03.01.02,477.757.13
01/12/2022,03.02.01,18.923.75
01/12/2022,03.02.02,16.177.13
01/12/2022,03.02.03,10.784.75
01/12/2022,03.02.04,150.986.50
01/12/2022,03.02.05,7.010.09
01/12/2022,03.02.06,32.354.25
01/12/2022,03.02.07,30.035.89
01/12/2022,03.04.01,330.394.83
01/12/2022,03.04.02,167.215.00
01/12/2022,03.06.01,131.735.36
01/12/2022,03.06.02,21.077.66
01/12/2022,03.06.03,14.271.33
01/12/2022,03.06.04,10.977.95
01/12/2022,03.06.05,1.317.35
01/12/2022,03.06.06,395.21
01/12/2022,03.06.07,1.976.03
01/12/2022,03.06.08,988.02
01/12/2022,03.06.09,11.856.18
01/12/2022,03.06.10,1.185.62
01/12/2022,03.06.11,1.078.48
01/12/2022,03.06.12,2.898.18
01/12/2022,03.06.13,1.449.09
01/12/2022,03.06.14,526.94
01/12/2022,03.06.15,856.28
01/12/2022,03.06.16,790.41
01/12/2022,03.06.17,3.135.00
01/12/2022,03.06.18,125.40
01/12/2022,03.06.19,282.15
01/12/2022,03.06.20,266.48
01/12/2022,03.06.21,188.10
01/12/2022,03.06.22,32.354.25
01/12/2022,03.06.23,10.784.75
01/12/2022,03.06.24,13.480.94
01/12/2022,03.07.01,2.156.95
01/12/2022,03.07.02,377.47
01/12/2022,03.09.01,922.15
01/12/2022,03.09.02,658.68
01/12/2022,03.10.01,1.617.71
01/12/2022,03.10.02,808.86
01/12/2022,03.12.01,1.603.47
01/12/2022,03.12.02,814.85
