competencia_data,planoContas_id,valor
01/04/2024,03.02.03,11.475.20
01/04/2024,03.02.04,160.652.79
01/04/2024,03.02.05,7.458.88
01/04/2024,03.02.06,34.425.60
01/04/2024,03.02.07,31.813.53
01/04/2024,03.04.01,349.948.81
01/04/2024,03.04.02,178.937.28
01/04/2024,03.06.01,140.314.46
01/04/2024,03.06.02,14.031.45
01/04/2024,03.06.03,15.200.73
01/04/2024,03.06.04,11.692.87
01/04/2024,03.06.05,1.403.14
01/04/2024,03.06.06,420.94
01/04/2024,03.06.07,2.104.72
01/04/2024,03.06.08,1.052.36
01/04/2024,03.06.09,12.628.30
01/04/2024,03.06.10,1.262.83
01/04/2024,03.06.11,1.147.52
01/04/2024,03.06.12,3.086.92
01/04/2024,03.06.13,1.543.46
01/04/2024,03.06.14,561.26
01/04/2024,03.06.15,912.04
01/04/2024,03.06.16,841.89
01/04/2024,03.06.17,3.254.13
01/04/2024,03.06.18,130.17
01/04/2024,03.06.19,292.87
01/04/2024,03.06.20,276.60
01/04/2024,03.06.21,195.25
01/04/2024,03.06.22,36.720.64
01/04/2024,03.06.23,24.097.92
01/04/2024,03.06.24,14.344.00
01/04/2024,03.07.01,2.295.04
01/04/2024,03.07.02,401.63
01/04/2024,03.09.01,982.20
01/04/2024,03.09.02,701.57
01/04/2024,03.10.01,1.721.28
01/04/2024,03.10.02,860.64
01/04/2024,03.12.01,249.98
01/04/2024,03.12.02,336.62
01/05/2024,03.01.01,623.545.16
01/05/2024,03.01.02,495.911.90
01/05/2024,03.02.01,20.972.85
01/05/2024,03.02.02,16.791.86
01/05/2024,03.02.03,11.194.57
01/05/2024,03.02.04,156.723.99
01/05/2024,03.02.05,7.276.47
01/05/2024,03.02.06,33.583.71
01/05/2024,03.02.07,31.177.26
01/05/2024,03.04.01,342.949.84
01/05/2024,03.04.02,173.569.17
01/05/2024,03.06.01,136.741.30
01/05/2024,03.06.02,21.878.61
01/05/2024,03.06.03,14.813.64
01/05/2024,03.06.04,11.395.11
01/05/2024,03.06.05,1.367.41
01/05/2024,03.06.06,410.22
01/05/2024,03.06.07,2.051.12
01/05/2024,03.06.08,1.025.56
01/05/2024,03.06.09,12.306.72
01/05/2024,03.06.10,1.230.67
01/05/2024,03.06.11,1.119.46
01/05/2024,03.06.12,3.008.31
01/05/2024,03.06.13,1.504.15
01/05/2024,03.06.14,546.97
01/05/2024,03.06.15,888.82
01/05/2024,03.06.16,820.45
01/05/2024,03.06.17,3.254.13
01/05/2024,03.06.18,130.17
01/05/2024,03.06.19,292.87
01/05/2024,03.06.20,276.60
01/05/2024,03.06.21,195.25
01/05/2024,03.06.22,33.583.71
01/05/2024,03.06.23,11.194.57
01/05/2024,03.06.24,13.993.21
01/05/2024,03.07.01,2.238.91
01/05/2024,03.07.02,391.81
01/05/2024,03.09.01,957.19
01/05/2024,03.09.02,683.71
01/05/2024,03.10.01,1.679.19
01/05/2024,03.10.02,839.59
01/05/2024,03.12.01,1.664.40
01/05/2024,03.12.02,845.81
