competencia_data,planoContas_id,valor
2/1/2021,01.07.02,1.155.05
2/1/2021,01.09.01,2.877.07
2/1/2021,01.09.02,1.954.67
2/1/2021,01.10.01,5.146.75
2/1/2021,01.10.02,2.523.12
2/1/2021,01.12.01,4.857.05
2/1/2021,01.12.02,2.419.61
2/1/2021,02.01.01,1.069.580.28
2/1/2021,02.01.02,861.613.27
2/1/2021,02.02.01,63.434.17
2/1/2021,02.02.02,29.530.25
2/1/2021,02.02.03,19.883.70
2/1/2021,02.02.04,261.834.89
2/1/2021,02.02.05,12.156.62
2/1/2021,02.02.06,58.469.90
2/1/2021,02.02.07,54.534.72
2/1/2021,02.04.01,625.140.06
2/1/2021,02.04.02,281.460.33
2/1/2021,02.06.01,233.139.59
2/1/2021,02.06.02,19.602.76
2/1/2021,02.06.03,24.999.07
2/1/2021,02.06.04,20.419.54
2/1/2021,02.06.05,2.378.98
2/1/2021,02.06.06,713.69
2/1/2021,02.06.07,3.604.15
2/1/2021,02.06.08,1.784.23
2/1/2021,02.06.09,21.196.67
2/1/2021,02.06.10,2.098.26
2/1/2021,02.06.11,1.949.00
2/1/2021,02.06.12,9.040.11
2/1/2021,02.06.13,2.721.55
2/1/2021,02.06.14,904.01
2/1/2021,02.06.15,2.119.67
2/1/2021,02.06.16,1.441.66
2/1/2021,02.06.17,4.702.50
2/1/2021,02.06.18,182.40
2/1/2021,02.06.19,414.68
2/1/2021,02.06.20,419.90
2/1/2021,02.06.21,296.40
2/1/2021,02.06.22,28.349.04
2/1/2021,02.06.23,39.688.66
2/1/2021,02.06.24,25.838.97
2/1/2021,02.07.01,3.937.37
2/1/2021,02.07.02,675.26
2/1/2021,02.09.01,1.731.89
2/1/2021,02.09.02,1.165.70
2/1/2021,02.10.01,3.041.62
2/1/2021,02.10.02,1.417.45
2/1/2021,02.12.01,6.591.06
2/1/2021,02.12.02,2.697.77
2/1/2021,03.01.01,586.703.52
2/1/2021,03.01.02,451.869.27
2/1/2021,03.02.01,23.237.65
2/1/2021,03.02.02,17.956.61
2/1/2021,03.02.03,9.167.04
2/1/2021,03.02.04,143.437.18
2/1/2021,03.02.05,6.589.48
2/1/2021,03.02.06,27.824.66
2/1/2021,03.02.07,32.438.77
2/1/2021,03.04.01,307.267.19
2/1/2021,03.04.02,153.837.80
2/1/2021,03.06.01,135.687.42
2/1/2021,03.06.02,19.602.22
2/1/2021,03.06.03,12.844.20
2/1/2021,03.06.04,12.295.30
2/1/2021,03.06.05,1.396.39
2/1/2021,03.06.06,418.92
2/1/2021,03.06.07,2.114.35
2/1/2021,03.06.08,1.027.54
2/1/2021,03.06.09,13.634.61
2/1/2021,03.06.10,1.351.60
2/1/2021,03.06.11,992.20
2/1/2021,03.06.12,2.666.32
2/1/2021,03.06.13,1.405.62
2/1/2021,03.06.14,569.10
2/1/2021,03.06.15,907.66
2/1/2021,03.06.16,766.70
2/1/2021,03.06.17,3.542.55
2/1/2021,03.06.18,134.18
2/1/2021,03.06.19,324.47
2/1/2021,03.06.20,237.16
2/1/2021,03.06.21,174.93
2/1/2021,03.06.22,32.354.25
2/1/2021,03.06.23,11.971.07
2/1/2021,03.06.24,11.593.61
2/1/2021,03.07.01,2.329.51
2/1/2021,03.07.02,422.76
2/1/2021,03.09.01,995.92
2/1/2021,03.09.02,671.85
2/1/2021,03.10.01,1.779.48
2/1/2021,03.10.02,695.62
2/1/2021,03.12.01,1.731.75
2/1/2021,03.12.02,782.26
3/1/2021,01.01.01,2.097.224.86
3/1/2021,01.01.02,1.575.094.42
3/1/2021,01.02.01,139.333.27
3/1/2021,01.02.02,55.545.82
3/1/2021,01.02.03,35.919.17
3/1/2021,01.02.04,418.556.70
3/1/2021,01.02.05,23.373.99
3/1/2021,01.02.06,106.756.66
3/1/2021,01.02.07,114.896.58
3/1/2021,01.04.01,1.202.745.89
3/1/2021,01.04.02,597.445.95
3/1/2021,01.06.01,444.218.43
3/1/2021,01.06.02,45.767.96
3/1/2021,01.06.03,49.105.78
3/1/2021,01.06.04,36.929.35
3/1/2021,01.06.05,4.618.11
3/1/2021,01.06.06,1.304.65
3/1/2021,01.06.07,6.464.02
3/1/2021,01.06.08,3.642.05
3/1/2021,01.06.09,40.375.50
3/1/2021,01.06.10,3.762.06
3/1/2021,01.06.11,3.630.49
3/1/2021,01.06.12,10.470.86
3/1/2021,01.06.13,5.235.43
3/1/2021,01.06.14,1.865.90
3/1/2021,01.06.15,2.971.14
3/1/2021,01.06.16,2.691.14
3/1/2021,01.06.17,9.982.64
3/1/2021,01.06.18,399.27
3/1/2021,01.06.19,836.78
3/1/2021,01.06.20,806.52
3/1/2021,01.06.21,586.53
3/1/2021,01.06.22,107.846.92
3/1/2021,01.06.23,83.410.38
3/1/2021,01.06.24,45.779.33
3/1/2021,01.07.01,6.905.05
3/1/2021,01.07.02,1.416.75
3/1/2021,01.09.01,3.533.56
3/1/2021,01.09.02,2.198.43
3/1/2021,01.10.01,6.015.17
3/1/2021,01.10.02,2.833.50
3/1/2021,01.12.01,1.217.27
3/1/2021,01.12.02,1.147.78
3/1/2021,02.01.01,1.239.123.07
3/1/2021,02.01.02,827.805.20
3/1/2021,02.02.01,63.331.78
3/1/2021,02.02.02,29.499.53
3/1/2021,02.02.03,20.280.93
3/1/2021,02.02.04,295.405.06
3/1/2021,02.02.05,13.715.24
3/1/2021,02.02.06,58.384.50
3/1/2021,02.02.07,58.563.40
3/1/2021,02.04.01,683.638.02
3/1/2021,02.04.02,298.692.60
3/1/2021,02.06.01,240.102.40
3/1/2021,02.06.02,20.198.31
3/1/2021,02.06.03,28.156.34
3/1/2021,02.06.04,20.833.63
3/1/2021,02.06.05,2.450.53
3/1/2021,02.06.06,727.73
3/1/2021,02.06.07,3.638.67
3/1/2021,02.06.08,1.837.90
3/1/2021,02.06.09,22.500.32
3/1/2021,02.06.10,2.183.20
3/1/2021,02.06.11,2.130.52
3/1/2021,02.06.12,5.336.71
3/1/2021,02.06.13,2.586.67
3/1/2021,02.06.14,990.11
3/1/2021,02.06.15,1.689.38
3/1/2021,02.06.16,1.559.43
3/1/2021,02.06.17,4.702.50
3/1/2021,02.06.18,184.30
3/1/2021,02.06.19,423.23
3/1/2021,02.06.20,415.86
3/1/2021,02.06.21,299.25
3/1/2021,02.06.22,30.114.11
3/1/2021,02.06.23,41.299.35
3/1/2021,02.06.24,26.887.60
3/1/2021,02.07.01,3.933.27
3/1/2021,02.07.02,738.51
3/1/2021,02.09.01,1.680.72
3/1/2021,02.09.02,1.262.39
3/1/2021,02.10.01,2.980.68
3/1/2021,02.10.02,1.459.61
3/1/2021,02.12.01,8.348.12
3/1/2021,02.12.02,3.398.98
3/1/2021,03.01.01,720.299.90
3/1/2021,03.01.02,500.585.48
3/1/2021,03.02.01,23.691.45
3/1/2021,03.02.02,20.202.22
3/1/2021,03.02.03,13.097.46
3/1/2021,03.02.04,153.956.95
3/1/2021,03.02.05,8.111.78
3/1/2021,03.02.06,34.844.19
3/1/2021,03.02.07,31.453.59
3/1/2021,03.04.01,404.964.95
3/1/2021,03.04.02,196.845.49
3/1/2021,03.06.01,154.446.04
3/1/2021,03.06.02,13.164.69
3/1/2021,03.06.03,15.396.20
3/1/2021,03.06.04,10.845.91
3/1/2021,03.06.05,1.466.07
3/1/2021,03.06.06,502.65
3/1/2021,03.06.07,2.513.26
3/1/2021,03.06.08,1.009.79
3/1/2021,03.06.09,11.444.30
3/1/2021,03.06.10,1.548.35
3/1/2021,03.06.11,1.198.54
3/1/2021,03.06.12,2.830.41
3/1/2021,03.06.13,1.431.66
3/1/2021,03.06.14,532.57
3/1/2021,03.06.15,1.079.35
3/1/2021,03.06.16,924.52
3/1/2021,03.06.17,3.479.85
3/1/2021,03.06.18,122.89
3/1/2021,03.06.19,290.61
3/1/2021,03.06.20,237.16
3/1/2021,03.06.21,174.93
3/1/2021,03.06.22,29.407.51
3/1/2021,03.06.23,22.055.63
3/1/2021,03.06.24,14.209.51
3/1/2021,03.07.01,2.347.66
3/1/2021,03.07.02,371.92
3/1/2021,03.09.01,1.110.02
3/1/2021,03.09.02,860.19
3/1/2021,03.10.01,1.927.55
3/1/2021,03.10.02,834.04
3/1/2021,03.12.01,394.32
3/1/2021,03.12.02,413.72
4/1/2021,01.01.01,2.467.776.00
4/1/2021,01.01.02,1.354.982.64
4/1/2021,01.02.01,172.074.27
4/1/2021,01.02.02,55.750.76
4/1/2021,01.02.03,37.877.73
4/1/2021,01.02.04,455.650.06
4/1/2021,01.02.05,24.890.89
4/1/2021,01.02.06,113.765.69
4/1/2021,01.02.07,116.899.97
4/1/2021,01.04.01,1.436.865.13
4/1/2021,01.04.02,450.443.67
4/1/2021,01.06.01,483.240.08
4/1/2021,01.06.02,62.467.15
4/1/2021,01.06.03,45.107.20
4/1/2021,01.06.04,36.096.81
4/1/2021,01.06.05,4.333.74
4/1/2021,01.06.06,1.326.01
4/1/2021,01.06.07,6.118.71
4/1/2021,01.06.08,3.277.88
4/1/2021,01.06.09,39.417.37
4/1/2021,01.06.10,4.099.08
4/1/2021,01.06.11,3.746.00
4/1/2021,01.06.12,10.320.56
4/1/2021,01.06.13,4.624.41
4/1/2021,01.06.14,1.820.71
4/1/2021,01.06.15,2.817.76
4/1/2021,01.06.16,2.681.45
4/1/2021,01.06.17,9.784.02
4/1/2021,01.06.18,368.60
4/1/2021,01.06.19,828.50
4/1/2021,01.06.20,751.17
4/1/2021,01.06.21,574.89
4/1/2021,01.06.22,55.193.26
4/1/2021,01.06.23,38.627.32
4/1/2021,01.06.24,44.595.22
4/1/2021,01.07.01,7.284.01
4/1/2021,01.07.02,1.354.08
4/1/2021,01.09.01,3.190.62
4/1/2021,01.09.02,2.278.13
4/1/2021,01.10.01,5.681.66
4/1/2021,01.10.02,2.760.21
4/1/2021,01.12.01,8.016.50
4/1/2021,01.12.02,4.136.54
4/1/2021,02.01.01,915.178.60
4/1/2021,02.01.02,776.112.80
4/1/2021,02.02.01,46.238.28
4/1/2021,02.02.02,25.376.49
4/1/2021,02.02.03,16.582.66
4/1/2021,02.02.04,239.192.28
4/1/2021,02.02.05,10.560.98
4/1/2021,02.02.06,51.757.99
4/1/2021,02.02.07,48.759.57
4/1/2021,02.04.01,526.138.96
4/1/2021,02.04.02,261.191.81
4/1/2021,02.06.01,198.670.27
4/1/2021,02.06.02,21.505.55
4/1/2021,02.06.03,21.522.61
4/1/2021,02.06.04,17.067.89
4/1/2021,02.06.05,2.007.18
4/1/2021,02.06.06,639.02
4/1/2021,02.06.07,3.225.83
4/1/2021,02.06.08,1.459.30
4/1/2021,02.06.09,18.617.66
4/1/2021,02.06.10,1.769.60
4/1/2021,02.06.11,1.624.77
4/1/2021,02.06.12,4.415.81
4/1/2021,02.06.13,2.298.02
4/1/2021,02.06.14,860.22
4/1/2021,02.06.15,1.291.36
4/1/2021,02.06.16,1.241.18
4/1/2021,02.06.17,4.845.00
4/1/2021,02.06.18,188.10
4/1/2021,02.06.19,423.23
4/1/2021,02.06.20,383.56
4/1/2021,02.06.21,279.30
4/1/2021,02.06.22,53.064.51
4/1/2021,02.06.23,36.230.60
4/1/2021,02.06.24,21.147.08
4/1/2021,02.07.01,3.283.03
4/1/2021,02.07.02,556.94
4/1/2021,02.09.01,1.433.70
4/1/2021,02.09.02,1.024.07
4/1/2021,02.10.01,2.462.27
4/1/2021,02.10.02,1.243.70
4/1/2021,02.12.01,364.89
4/1/2021,02.12.02,506.10
4/1/2021,03.01.01,844.936.43
4/1/2021,03.01.02,428.993.97
4/1/2021,03.02.01,25.736.88
4/1/2021,03.02.02,19.141.32
4/1/2021,03.02.03,12.883.58
4/1/2021,03.02.04,168.345.44
4/1/2021,03.02.05,7.975.55
4/1/2021,03.02.06,37.914.54
4/1/2021,03.02.07,39.462.93
4/1/2021,03.04.01,499.206.11
4/1/2021,03.04.02,160.872.74
4/1/2021,03.06.01,124.345.86
4/1/2021,03.06.02,21.456.89
4/1/2021,03.06.03,15.350.45
4/1/2021,03.06.04,12.410.49
4/1/2021,03.06.05,1.547.09
4/1/2021,03.06.06,390.39
4/1/2021,03.06.07,1.843.50
4/1/2021,03.06.08,1.236.23
4/1/2021,03.06.09,14.184.10
4/1/2021,03.06.10,1.444.44
4/1/2021,03.06.11,1.214.74
4/1/2021,03.06.12,3.053.70
4/1/2021,03.06.13,1.622.28
4/1/2021,03.06.14,613.05
4/1/2021,03.06.15,1.052.60
4/1/2021,03.06.16,824.15
4/1/2021,03.06.17,2.758.80
4/1/2021,03.06.18,135.43
4/1/2021,03.06.19,276.51
4/1/2021,03.06.20,226.50
4/1/2021,03.06.21,216.32
4/1/2021,03.06.22,17.852.96
4/1/2021,03.06.23,11.779.27
4/1/2021,03.06.24,15.184.22
4/1/2021,03.07.01,2.527.64
4/1/2021,03.07.02,480.99
4/1/2021,03.09.01,961.51
4/1/2021,03.09.02,665.11
4/1/2021,03.10.01,1.895.73
4/1/2021,03.10.02,892.65
4/1/2021,03.12.01,2.839.14
4/1/2021,03.12.02,1.387.02
5/1/2021,01.01.01,2.280.928.65
5/1/2021,01.01.02,1.604.593.97
5/1/2021,01.02.01,163.339.93
5/1/2021,01.02.02,60.176.04
5/1/2021,01.02.03,43.008.45
5/1/2021,01.02.04,556.520.96
5/1/2021,01.02.05,25.538.63
5/1/2021,01.02.06,115.654.40
5/1/2021,01.02.07,112.388.82
5/1/2021,01.04.01,1.212.771.72
5/1/2021,01.04.02,597.325.46
5/1/2021,01.06.01,447.673.69
5/1/2021,01.06.02,36.556.29
5/1/2021,01.06.03,48.987.86
5/1/2021,01.06.04,36.183.26
5/1/2021,01.06.05,5.197.66
5/1/2021,01.06.06,1.410.03
5/1/2021,01.06.07,6.847.88
5/1/2021,01.06.08,3.639.47
5/1/2021,01.06.09,42.804.43
5/1/2021,01.06.10,4.279.13
5/1/2021,01.06.11,4.055.08
5/1/2021,01.06.12,19.218.31
5/1/2021,01.06.13,5.230.11
5/1/2021,01.06.14,1.998.70
5/1/2021,01.06.15,4.678.79
5/1/2021,01.06.16,2.912.15
5/1/2021,01.06.17,9.117.32
5/1/2021,01.06.18,353.86
5/1/2021,01.06.19,906.55
5/1/2021,01.06.20,823.41
5/1/2021,01.06.21,558.32
5/1/2021,01.06.22,62.048.96
5/1/2021,01.06.23,80.958.08
5/1/2021,01.06.24,46.288.67
5/1/2021,01.07.01,7.782.48
5/1/2021,01.07.02,1.376.30
5/1/2021,01.09.01,3.132.44
5/1/2021,01.09.02,2.331.63
5/1/2021,01.10.01,5.663.49
5/1/2021,01.10.02,3.129.82
5/1/2021,01.12.01,13.034.16
5/1/2021,01.12.02,5.730.40
5/1/2021,02.01.01,924.975.03
5/1/2021,02.01.02,731.113.18
5/1/2021,02.02.01,45.068.60
5/1/2021,02.02.02,25.246.12
5/1/2021,02.02.03,16.177.13
5/1/2021,02.02.04,226.479.75
5/1/2021,02.02.05,11.152.41
5/1/2021,02.02.06,47.550.94
5/1/2021,02.02.07,43.688.57
5/1/2021,02.04.01,515.616.18
5/1/2021,02.04.02,266.023.86
5/1/2021,02.06.01,201.595.02
5/1/2021,02.06.02,31.935.84
5/1/2021,02.06.03,21.839.46
5/1/2021,02.06.04,15.801.59
5/1/2021,02.06.05,2.055.87
5/1/2021,02.06.06,574.85
5/1/2021,02.06.07,3.143.68
5/1/2021,02.06.08,1.526.93
5/1/2021,02.06.09,18.323.19
5/1/2021,02.06.10,1.706.57
5/1/2021,02.06.11,1.568.69
5/1/2021,02.06.12,4.435.09
5/1/2021,02.06.13,2.195.59
5/1/2021,02.06.14,766.46
5/1/2021,02.06.15,1.336.32
5/1/2021,02.06.16,1.221.55
5/1/2021,02.06.17,4.987.50
5/1/2021,02.06.18,184.30
5/1/2021,02.06.19,448.88
5/1/2021,02.06.20,395.68
5/1/2021,02.06.21,287.85
5/1/2021,02.06.22,48.531.38
5/1/2021,02.06.23,16.013.72
5/1/2021,02.06.24,20.425.66
5/1/2021,02.07.01,3.300.79
5/1/2021,02.07.02,577.64
5/1/2021,02.09.01,1.327.33
5/1/2021,02.09.02,948.10
5/1/2021,02.10.01,2.524.61
5/1/2021,02.10.02,1.250.05
5/1/2021,02.12.01,2.332.32
5/1/2021,02.12.02,1.284.00
5/1/2021,03.01.01,755.632.81
5/1/2021,03.01.02,498.258.64
5/1/2021,03.02.01,26.718.22
5/1/2021,03.02.02,22.218.56
5/1/2021,03.02.03,13.383.11
5/1/2021,03.02.04,192.820.72
5/1/2021,03.02.05,7.770.00
5/1/2021,03.02.06,33.912.54
5/1/2021,03.02.07,32.961.93
5/1/2021,03.04.01,425.095.24
5/1/2021,03.04.02,161.121.68
5/1/2021,03.06.01,133.460.52
5/1/2021,03.06.02,11.179.28
5/1/2021,03.06.03,16.839.58
5/1/2021,03.06.04,12.691.83
5/1/2021,03.06.05,1.664.33
5/1/2021,03.06.06,409.80
5/1/2021,03.06.07,2.637.81
5/1/2021,03.06.08,1.283.58
5/1/2021,03.06.09,15.120.29
5/1/2021,03.06.10,1.215.28
5/1/2021,03.06.11,1.117.42
5/1/2021,03.06.12,5.338.42
5/1/2021,03.06.13,1.968.94
5/1/2021,03.06.14,584.09
5/1/2021,03.06.15,1.526.16
5/1/2021,03.06.16,847.87
5/1/2021,03.06.17,3.072.30
5/1/2021,03.06.18,132.92
5/1/2021,03.06.19,324.47
5/1/2021,03.06.20,274.47
5/1/2021,03.06.21,184.34
5/1/2021,03.06.22,18.710.37
5/1/2021,03.06.23,24.830.22
5/1/2021,03.06.24,17.216.14
5/1/2021,03.07.01,2.702.61
5/1/2021,03.07.02,413.84
5/1/2021,03.09.01,1.241.97
5/1/2021,03.09.02,800.76
5/1/2021,03.10.01,1.890.53
5/1/2021,03.10.02,974.50
5/1/2021,03.12.01,4.793.99
5/1/2021,03.12.02,1.560.26
6/1/2021,01.01.01,2.459.304.10
6/1/2021,01.01.02,1.554.599.97
6/1/2021,01.02.01,159.537.14
6/1/2021,01.02.02,62.668.07
6/1/2021,01.02.03,40.917.82
6/1/2021,01.02.04,517.893.83
6/1/2021,01.02.05,26.865.88
6/1/2021,01.02.06,127.880.48
6/1/2021,01.02.07,111.236.39
6/1/2021,01.04.01,1.262.100.96
6/1/2021,01.04.02,596.847.55
6/1/2021,01.06.01,519.904.38
6/1/2021,01.06.02,42.028.63
6/1/2021,01.06.03,54.145.77
6/1/2021,01.06.04,39.979.73
6/1/2021,01.06.05,4.898.09
6/1/2021,01.06.06,1.496.27
6/1/2021,01.06.07,8.034.11
6/1/2021,01.06.08,3.673.57
6/1/2021,01.06.09,42.742.14
6/1/2021,01.06.10,4.360.56
6/1/2021,01.06.11,3.893.15
6/1/2021,01.06.12,10.237.01
6/1/2021,01.06.13,5.329.58
6/1/2021,01.06.14,1.957.22
6/1/2021,01.06.15,3.120.04
6/1/2021,01.06.16,3.243.61
6/1/2021,01.06.17,9.021.39
6/1/2021,01.06.18,399.31
6/1/2021,01.06.19,828.52
6/1/2021,01.06.20,799.26
6/1/2021,01.06.21,610.70
6/1/2021,01.06.22,63.313.38
6/1/2021,01.06.23,88.612.66
6/1/2021,01.06.24,54.333.64
6/1/2021,01.07.01,8.608.95
6/1/2021,01.07.02,1.448.06
6/1/2021,01.09.01,3.464.35
6/1/2021,01.09.02,2.573.06
6/1/2021,01.10.01,6.145.12
6/1/2021,01.10.02,3.039.72
6/1/2021,01.12.01,16.527.63
6/1/2021,01.12.02,6.330.17
6/1/2021,02.01.01,1.089.788.04
6/1/2021,02.01.02,773.242.68
6/1/2021,02.02.01,63.287.12
6/1/2021,02.02.02,28.082.04
6/1/2021,02.02.03,18.721.36
6/1/2021,02.02.04,254.236.02
6/1/2021,02.02.05,11.560.44
6/1/2021,02.02.06,53.917.51
6/1/2021,02.02.07,51.989.40
6/1/2021,02.04.01,589.754.78
6/1/2021,02.04.02,278.919.68
6/1/2021,02.06.01,228.931.37
6/1/2021,02.06.02,21.533.15
6/1/2021,02.06.03,24.800.90
6/1/2021,02.06.04,17.944.29
6/1/2021,02.06.05,2.379.98
6/1/2021,02.06.06,707.19
6/1/2021,02.06.07,3.365.97
6/1/2021,02.06.08,1.631.99
6/1/2021,02.06.09,19.991.83
6/1/2021,02.06.10,2.060.38
6/1/2021,02.06.11,1.965.74
6/1/2021,02.06.12,4.787.16
6/1/2021,02.06.13,2.368.65
6/1/2021,02.06.14,870.39
6/1/2021,02.06.15,1.488.05
6/1/2021,02.06.16,1.305.59
6/1/2021,02.06.17,4.512.50
6/1/2021,02.06.18,180.50
6/1/2021,02.06.19,448.88
6/1/2021,02.06.20,415.86
6/1/2021,02.06.21,296.40
6/1/2021,02.06.22,52.944.00
6/1/2021,02.06.23,40.494.29
6/1/2021,02.06.24,23.869.73
6/1/2021,02.07.01,3.669.39
6/1/2021,02.07.02,648.70
6/1/2021,02.09.01,1.570.79
6/1/2021,02.09.02,1.144.66
6/1/2021,02.10.01,2.667.79
6/1/2021,02.10.02,1.390.06
6/1/2021,02.12.01,621.35
6/1/2021,02.12.02,563.58
6/1/2021,03.01.01,600.677.33
6/1/2021,03.01.02,560.374.36
6/1/2021,03.02.01,20.325.77
6/1/2021,03.02.02,16.073.59
6/1/2021,03.02.03,13.394.66
6/1/2021,03.02.04,145.128.22
6/1/2021,03.02.05,6.662.39
6/1/2021,03.02.06,37.039.15
6/1/2021,03.02.07,27.572.95
6/1/2021,03.04.01,396.077.33
6/1/2021,03.04.02,180.592.20
6/1/2021,03.06.01,126.624.03
6/1/2021,03.06.02,25.495.53
6/1/2021,03.06.03,13.563.47
6/1/2021,03.06.04,11.737.62
6/1/2021,03.06.05,1.365.83
